"method","abs_diff"
"equi",0.0615521355538955
"equi",0.169598177484068
"equi",0.0416274840912086
"equi",0.0366217963509137
"equi",0.189688156050735
"equi",0.117099431980617
"equi",0.0373752901454878
"equi",0.113679131549096
"equi",0.00450529798542809
"equi",0.0548809206648059
"equi",0.0690059731797452
"equi",0.0278450885473138
"equi",0.0644356427287501
"equi",0.0530318384438164
"equi",0.0646942708446866
"equi",0.0162696945541592
"equi",0.0788612431149796
"equi",0.0712493330919463
"equi",0.153955621528951
"equi",0.0420912348183574
"equi",0.177102236410499
"equi",0.088727676156843
"equi",0.148965219043598
"equi",0.132170570848061
"equi",0.0287688128402166
"equi",0.157875585284408
"equi",0.0430826612096259
"equi",0.0110329460652929
"equi",0.0634100353017162
"equi",0.0646855636485171
"equi",0.0631583344508012
"equi",0.0170595254423528
"equi",0.210720131112854
"equi",0.100470107960057
"equi",0.00507334487884262
"equi",0.00907038734147592
"equi",0.0323661762928509
"equi",0.000544770534546934
"equi",0.0771959190934536
"equi",0.156702695981313
"equi",0.0791800207748872
"equi",0.166020292417516
"equi",0.161413422006443
"equi",0.088020409338791
"equi",0.00390003025669675
"equi",0.13383304301697
"equi",0.0839592895652877
"equi",0.00268182697778666
"equi",0.0726077217119791
"equi",0.0912374858767248
"equi",0.116064188281338
"equi",0.0874472361878098
"equi",0.0560166133164391
"equi",0.0758887119514423
"equi",0.0998335583963478
"equi",0.0243597600158039
"equi",0.112217573578494
"equi",0.127943174338963
"equi",0.182035100486881
"equi",0.0445022225940211
"equi",0.0166089706131144
"equi",0.119779891241762
"equi",0.0775132191418254
"equi",0.0608188836065121
"equi",0.0483757401951244
"equi",0.14936141085073
"equi",0.142881571127182
"equi",0.0135396237199217
"equi",0.0702009753302741
"equi",0.128867028079782
"equi",0.152527522283224
"equi",0.0855461761812495
"equi",0.0864420381672602
"equi",0.0810297011924467
"equi",0.067272351073653
"equi",0.151203249746627
"equi",0.150620655496708
"equi",0.121167981067397
"equi",0.0132167307062624
"equi",0.0530763646365429
"equi",0.137088611317984
"equi",0.00168462209465753
"equi",0.0850531901438255
"equi",0.0236034136510035
"equi",0.0125614818610742
"equi",0.0629856671791779
"equi",0.0899784333771105
"equi",0.0215579287667236
"equi",0.250938390438884
"equi",0.0430260373194309
"equi",0.210377068235439
"equi",0.196581386995824
"equi",0.0427834841208714
"equi",0.0334620328493856
"equi",0.259756879475953
"equi",0.0431080489075187
"equi",0.0260798901551952
"equi",0.15805366867832
"equi",0.0184516515020645
"equi",0.244199282192867
"equi",0.321269523443195
"equi",0.00500131919325533
"equi",0.00469779157441802
"equi",0.119623979651743
"equi",0.019956265042222
"equi",0.0360012363429765
"equi",0.0178277739576324
"equi",0.116764163297687
"equi",0.179845556400295
"equi",0.152990315224568
"equi",0.11347765661975
"equi",0.111508769311481
"equi",0.0388003197917283
"equi",0.0678349042023267
"equi",0.0679751091436791
"equi",0.0862165024129501
"equi",0.0265373331210826
"equi",0.0321302548550033
"equi",0.0133427901434706
"equi",0.0707543128225681
"equi",0.0210678323784832
"equi",0.00454555529800388
"equi",0.0556591469289858
"equi",0.012533839203519
"equi",0.0301495029635778
"equi",0.0271153762622254
"equi",0.0689842109159354
"equi",0.0800865380175392
"equi",0.0406547355933624
"equi",0.0593892936563589
"equi",0.171919773764009
"equi",0.0288195590722316
"equi",0.00269981818135479
"equi",0.0947661965011308
"equi",0.102059312038885
"equi",0.0730618899795897
"equi",0.0732316783971334
"equi",0.133281354825851
"equi",0.0921138408875057
"equi",0.0551492672439659
"equi",0.0865056955986435
"equi",0.00836966498211898
"equi",0.115341624583145
"equi",0.103162060025996
"equi",0.0284412133008368
"equi",0.00708695622887628
